,protocol,date,TVL,Fee,Supply,Staking,Unique Addresses,User Growth,price,amount,vol,New Addresses,Active Addresses,Zero Addresses,Number of Transactions,volume,Unnamed: 3,code quality and transparency,biggest drawdown,Correlation
2972,gns,2022-01-18,343711485.55384,0,209983.3510958472,0,128.0,0,4.423593321950405,6421600.361131259,1.196620105725838,169.40664375715923,433.2164948453608,135.49942726231387,622.2359679266896,681290.3055,,7.0,1000953659.17838,5
2973,gns,2022-01-19,43955293.0,0,259304.85732746325,0,87.88808664259928,0,4.423593321950405,6421600.361131259,1.196620105725838,169.40664375715923,433.2164948453608,135.49942726231387,622.2359679266896,1466429.502,,7.0,1000953659.17838,5
2974,gns,2022-01-19,347884024.80406,0,931383.4248721028,0,247.0,0,4.423593321950405,6421600.361131259,1.196620105725838,169.40664375715923,433.2164948453608,135.49942726231387,622.2359679266896,1466429.502,,7.0,1000953659.17838,5
2975,gns,2022-01-20,55324551.0,0,259304.85732746325,0,87.88808664259928,0,4.423593321950405,6421600.361131259,1.196620105725838,169.40664375715923,433.2164948453608,135.49942726231387,622.2359679266896,1286575.616,,7.0,1000953659.17838,5
2976,gns,2022-01-20,346488684.08768,0,243011.4658779375,0,127.0,0,4.423593321950405,6421600.361131259,1.196620105725838,169.40664375715923,433.2164948453608,135.49942726231387,622.2359679266896,1286575.616,,7.0,1000953659.17838,5
2977,gns,2022-01-21,56018146.0,0,259304.85732746325,0,87.88808664259928,0,4.423593321950405,6421600.361131259,1.196620105725838,169.40664375715923,433.2164948453608,135.49942726231387,622.2359679266896,1007947.567,,7.0,1000953659.17838,5
2978,gns,2022-01-22,56743833.0,0,259304.85732746325,0,87.88808664259928,0,4.423593321950405,6421600.361131259,1.196620105725838,169.40664375715923,433.2164948453608,135.49942726231387,622.2359679266896,2842642.934,,7.0,1000953659.17838,5
2979,gns,2022-01-22,338706905.78797,0,117434.55226049844,0,136.0,0,4.423593321950405,6421600.361131259,1.196620105725838,169.40664375715923,433.2164948453608,135.49942726231387,622.2359679266896,2842642.934,,7.0,1000953659.17838,5
2980,gns,2022-01-23,54727688.0,0,259304.85732746325,0,87.88808664259928,0,4.423593321950405,6421600.361131259,1.196620105725838,169.40664375715923,433.2164948453608,135.49942726231387,622.2359679266896,2880419.112,,7.0,1000953659.17838,5
2981,gns,2022-01-24,47726963.0,0,259304.85732746325,0,87.88808664259928,0,4.423593321950405,6421600.361131259,1.196620105725838,169.40664375715923,433.2164948453608,135.49942726231387,622.2359679266896,1165760.86,,7.0,1000953659.17838,5
2982,gns,2022-01-24,339311527.76089,0,19010.060919653355,0,77.0,0,4.423593321950405,6421600.361131259,1.196620105725838,169.40664375715923,433.2164948453608,135.49942726231387,622.2359679266896,1165760.86,,7.0,1000953659.17838,5
2983,gns,2022-01-25,47877074.0,0,259304.85732746325,0,87.88808664259928,0,4.423593321950405,6421600.361131259,1.196620105725838,169.40664375715923,433.2164948453608,135.49942726231387,622.2359679266896,4379405.888,,7.0,1000953659.17838,5
2984,gns,2022-01-25,340583026.07106,0,18809.15000026365,0,93.0,0,4.423593321950405,6421600.361131259,1.196620105725838,169.40664375715923,433.2164948453608,135.49942726231387,622.2359679266896,4379405.888,,7.0,1000953659.17838,5
2985,gns,2022-01-26,47877074.0,0,259304.85732746325,0,87.88808664259928,0,4.423593321950405,6421600.361131259,1.196620105725838,169.40664375715923,433.2164948453608,135.49942726231387,622.2359679266896,2025002.625,,7.0,1000953659.17838,5
2986,gns,2022-01-26,339888727.28352,0,16209.45805850431,0,63.0,0,4.423593321950405,6421600.361131259,1.196620105725838,169.40664375715923,433.2164948453608,135.49942726231387,622.2359679266896,2025002.625,,7.0,1000953659.17838,5
2987,gns,2022-01-27,51117076.0,0,259304.85732746325,0,87.88808664259928,0,4.423593321950405,6421600.361131259,1.196620105725838,169.40664375715923,433.2164948453608,135.49942726231387,622.2359679266896,2074683.862,,7.0,1000953659.17838,5
2988,gns,2022-01-27,338658184.85245,0,3552.973920349129,0,89.0,0,4.423593321950405,6421600.361131259,1.196620105725838,169.40664375715923,433.2164948453608,135.49942726231387,622.2359679266896,2074683.862,,7.0,1000953659.17838,5
2989,gns,2022-01-28,51117076.0,0,259304.85732746325,0,87.88808664259928,0,4.423593321950405,6421600.361131259,1.196620105725838,169.40664375715923,433.2164948453608,135.49942726231387,622.2359679266896,2685708.971,,7.0,1000953659.17838,5
2990,gns,2022-01-28,339058822.19364,0,336784.9577935953,0,113.0,0,4.423593321950405,6421600.361131259,1.196620105725838,169.40664375715923,433.2164948453608,135.49942726231387,622.2359679266896,2685708.971,,7.0,1000953659.17838,5
2991,gns,2022-01-29,51117076.0,0,259304.85732746325,0,87.88808664259928,0,4.423593321950405,6421600.361131259,1.196620105725838,169.40664375715923,433.2164948453608,135.49942726231387,622.2359679266896,1735638.409,,7.0,1000953659.17838,5
2992,gns,2022-01-29,345940231.87326,0,7339.334527129327,0,85.0,0,4.423593321950405,6421600.361131259,1.196620105725838,169.40664375715923,433.2164948453608,135.49942726231387,622.2359679266896,1735638.409,,7.0,1000953659.17838,5
2993,gns,2022-01-30,51117076.0,0,259304.85732746325,0,87.88808664259928,0,4.423593321950405,6421600.361131259,1.196620105725838,169.40664375715923,433.2164948453608,135.49942726231387,622.2359679266896,915298.5131,,7.0,1000953659.17838,5
2994,gns,2022-01-30,357133581.29064,0,36424.07243248386,0,94.0,0,4.423593321950405,6421600.361131259,1.196620105725838,169.40664375715923,433.2164948453608,135.49942726231387,622.2359679266896,915298.5131,,7.0,1000953659.17838,5
2995,gns,2022-01-31,60378538.0,0,259304.85732746325,0,87.88808664259928,0,4.423593321950405,6421600.361131259,1.196620105725838,169.40664375715923,433.2164948453608,135.49942726231387,622.2359679266896,586399.2069,,7.0,1000953659.17838,5
2996,gns,2022-01-31,357242810.99961,0,7491.8407148839315,0,85.0,0,4.423593321950405,6421600.361131259,1.196620105725838,169.40664375715923,433.2164948453608,135.49942726231387,622.2359679266896,586399.2069,,7.0,1000953659.17838,5
2997,gns,2022-02-01,59478343.0,0,259304.85732746325,0,87.88808664259928,0,4.423593321950405,6421600.361131259,1.196620105725838,169.40664375715923,433.2164948453608,135.49942726231387,622.2359679266896,1278126.867,,7.0,1000953659.17838,5
2998,gns,2022-02-01,354015412.87152,0,10494.685443416518,0,78.0,0,4.423593321950405,6421600.361131259,1.196620105725838,169.40664375715923,433.2164948453608,135.49942726231387,622.2359679266896,1278126.867,,7.0,1000953659.17838,5
2999,gns,2022-02-02,61800718.0,0,259304.85732746325,0,87.88808664259928,0,4.423593321950405,6421600.361131259,1.196620105725838,169.40664375715923,433.2164948453608,135.49942726231387,622.2359679266896,611214.0822,,7.0,1000953659.17838,5
3000,gns,2022-02-02,354601220.27803,0,16711.429033987708,0,82.0,0,4.423593321950405,6421600.361131259,1.196620105725838,169.40664375715923,433.2164948453608,135.49942726231387,622.2359679266896,611214.0822,,7.0,1000953659.17838,5
3001,gns,2022-02-03,61203969.0,0,259304.85732746325,0,87.88808664259928,0,4.423593321950405,6421600.361131259,1.196620105725838,169.40664375715923,433.2164948453608,135.49942726231387,622.2359679266896,1432622.448,,7.0,1000953659.17838,5
3002,gns,2022-02-03,355176214.68654,0,10704.345998951032,0,46.0,0,4.423593321950405,6421600.361131259,1.196620105725838,169.40664375715923,433.2164948453608,135.49942726231387,622.2359679266896,1432622.448,,7.0,1000953659.17838,5
3003,gns,2022-02-04,59562862.0,0,259304.85732746325,0,87.88808664259928,0,4.423593321950405,6421600.361131259,1.196620105725838,169.40664375715923,433.2164948453608,135.49942726231387,622.2359679266896,1018348.119,,7.0,1000953659.17838,5
3004,gns,2022-02-04,355154468.46635,0,9747.962277345938,0,54.0,0,4.423593321950405,6421600.361131259,1.196620105725838,169.40664375715923,433.2164948453608,135.49942726231387,622.2359679266896,1018348.119,,7.0,1000953659.17838,5
3005,gns,2022-02-09,100191588.0,0,259304.85732746325,0,87.88808664259928,0,4.423593321950405,6421600.361131259,1.196620105725838,169.40664375715923,433.2164948453608,135.49942726231387,622.2359679266896,848446.2853,,7.0,1000953659.17838,5
3006,gns,2022-02-09,378414233.55202,0,6872.86566789969,0,116.0,0,4.423593321950405,6421600.361131259,1.196620105725838,169.40664375715923,433.2164948453608,135.49942726231387,622.2359679266896,848446.2853,,7.0,1000953659.17838,5
3007,gns,2022-02-10,106954624.0,0,259304.85732746325,0,87.88808664259928,0,4.423593321950405,6421600.361131259,1.196620105725838,169.40664375715923,433.2164948453608,135.49942726231387,622.2359679266896,934815.2006,,7.0,1000953659.17838,5
3008,gns,2022-02-10,376085774.17974,0,6252.342685073321,0,106.0,0,4.423593321950405,6421600.361131259,1.196620105725838,169.40664375715923,433.2164948453608,135.49942726231387,622.2359679266896,934815.2006,,7.0,1000953659.17838,5
3009,gns,2022-02-11,103672151.0,0,259304.85732746325,0,87.88808664259928,0,4.423593321950405,6421600.361131259,1.196620105725838,169.40664375715923,433.2164948453608,135.49942726231387,622.2359679266896,9188555.538,,7.0,1000953659.17838,5
3010,gns,2022-02-11,379205178.84245,0,12940.93558279002,0,146.0,0,4.423593321950405,6421600.361131259,1.196620105725838,169.40664375715923,433.2164948453608,135.49942726231387,622.2359679266896,9188555.538,,7.0,1000953659.17838,5
3011,gns,2022-02-12,110763880.0,0,259304.85732746325,0,87.88808664259928,0,4.423593321950405,6421600.361131259,1.196620105725838,169.40664375715923,433.2164948453608,135.49942726231387,622.2359679266896,5737310.971,,7.0,1000953659.17838,5
3012,gns,2022-02-12,380752653.67974,0,107884.19066172405,0,110.0,0,4.423593321950405,6421600.361131259,1.196620105725838,169.40664375715923,433.2164948453608,135.49942726231387,622.2359679266896,5737310.971,,7.0,1000953659.17838,5
3013,gns,2022-02-13,114642952.0,0,259304.85732746325,0,87.88808664259928,0,4.423593321950405,6421600.361131259,1.196620105725838,169.40664375715923,433.2164948453608,135.49942726231387,622.2359679266896,4362696.802,,7.0,1000953659.17838,5
3014,gns,2022-02-13,383172469.93244,0,1572116.0219420362,0,197.0,0,4.423593321950405,6421600.361131259,1.196620105725838,169.40664375715923,433.2164948453608,135.49942726231387,622.2359679266896,4362696.802,,7.0,1000953659.17838,5
3015,gns,2022-02-14,114642952.0,0,259304.85732746325,0,87.88808664259928,0,4.423593321950405,6421600.361131259,1.196620105725838,169.40664375715923,433.2164948453608,135.49942726231387,622.2359679266896,2950079.969,,7.0,1000953659.17838,5
3016,gns,2022-02-14,371198573.46067,0,197356.4635916961,0,111.0,0,4.423593321950405,6421600.361131259,1.196620105725838,169.40664375715923,433.2164948453608,135.49942726231387,622.2359679266896,2950079.969,,7.0,1000953659.17838,5
3017,gns,2022-02-15,106796698.0,0,259304.85732746325,0,87.88808664259928,0,4.423593321950405,6421600.361131259,1.196620105725838,169.40664375715923,433.2164948453608,135.49942726231387,622.2359679266896,3246866.315,,7.0,1000953659.17838,5
3018,gns,2022-02-15,354458739.83804,0,102263.11443475714,0,135.0,0,4.423593321950405,6421600.361131259,1.196620105725838,169.40664375715923,433.2164948453608,135.49942726231387,622.2359679266896,3246866.315,,7.0,1000953659.17838,5
3019,gns,2022-02-16,112788346.0,0,259304.85732746325,0,87.88808664259928,0,4.423593321950405,6421600.361131259,1.196620105725838,169.40664375715923,433.2164948453608,135.49942726231387,622.2359679266896,4717610.963,,7.0,1000953659.17838,5
3020,gns,2022-02-16,345654164.00335,0,18057.993825545465,0,56.0,0,4.423593321950405,6421600.361131259,1.196620105725838,169.40664375715923,433.2164948453608,135.49942726231387,622.2359679266896,4717610.963,,7.0,1000953659.17838,5
