,protocol,date,TVL,Fee,Supply,Staking,Unique Addresses,User Growth,price,amount,vol,New Addresses,Active Addresses,Zero Addresses,Number of Transactions,volume,Unnamed: 3,code quality and transparency,biggest drawdown,Correlation
42,dydx,2021-10-02,747048977.44996,0,53726.3537892575,0,87.88808664259928,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,788722467.8,,9.0,740124602.79206,2
43,dydx,2021-10-02,484848238.8428531,0,259304.85732746325,0,87.88808664259928,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,788722467.8,,9.0,740124602.79206,2
44,dydx,2021-10-03,766201046.2113,0,72856.35127174472,0,87.88808664259928,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,589982517.9,,9.0,740124602.79206,2
45,dydx,2021-10-03,484848238.8428531,0,259304.85732746325,0,87.88808664259928,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,589982517.9,,9.0,740124602.79206,2
46,dydx,2021-10-04,793922248.12464,0,87099.16194753489,0,87.88808664259928,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,467372106.9,,9.0,740124602.79206,2
47,dydx,2021-10-04,484848238.8428531,0,259304.85732746325,0,87.88808664259928,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,467372106.9,,9.0,740124602.79206,2
48,dydx,2021-10-05,818016687.69054,0,19512.737773738227,0,87.88808664259928,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,823547461.9,,9.0,740124602.79206,2
49,dydx,2021-10-05,484848238.8428531,0,259304.85732746325,0,87.88808664259928,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,823547461.9,,9.0,740124602.79206,2
50,dydx,2021-10-06,819247074.41257,0,3823386.9418449807,0,87.88808664259928,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,453994035.5,,9.0,740124602.79206,2
51,dydx,2021-10-06,484848238.8428531,0,259304.85732746325,0,87.88808664259928,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,453994035.5,,9.0,740124602.79206,2
52,dydx,2021-10-15,960249655.94594,0,107136.82211722208,0,87.88808664259928,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,302882107.5,,9.0,740124602.79206,2
53,dydx,2021-10-15,484848238.8428531,0,259304.85732746325,0,87.88808664259928,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,302882107.5,,9.0,740124602.79206,2
54,dydx,2021-10-16,972372341.07993,0,57990.55417661492,0,87.88808664259928,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,357640070.4,,9.0,740124602.79206,2
55,dydx,2021-10-16,484848238.8428531,0,259304.85732746325,0,87.88808664259928,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,357640070.4,,9.0,740124602.79206,2
56,dydx,2021-10-17,982940334.28384,0,22299.30282907026,0,87.88808664259928,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,231225365.6,,9.0,740124602.79206,2
57,dydx,2021-10-17,484848238.8428531,0,259304.85732746325,0,87.88808664259928,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,231225365.6,,9.0,740124602.79206,2
58,dydx,2021-10-18,990374055.26778,0,43278.28611937077,0,87.88808664259928,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,222128919.1,,9.0,740124602.79206,2
59,dydx,2021-10-18,484848238.8428531,0,259304.85732746325,0,87.88808664259928,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,222128919.1,,9.0,740124602.79206,2
60,dydx,2021-10-21,993284557.34239,0,22092.309597019565,0,87.88808664259928,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,288470875.0,,9.0,740124602.79206,2
61,dydx,2021-10-21,484848238.8428531,0,259304.85732746325,0,87.88808664259928,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,288470875.0,,9.0,740124602.79206,2
62,dydx,2021-10-22,1010888566.39862,0,41868.54971467033,0,87.88808664259928,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,239488728.5,,9.0,740124602.79206,2
63,dydx,2021-10-22,484848238.8428531,0,259304.85732746325,0,87.88808664259928,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,239488728.5,,9.0,740124602.79206,2
64,dydx,2021-10-23,1009581949.96747,0,6273.123183143037,0,87.88808664259928,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,210981109.7,,9.0,740124602.79206,2
65,dydx,2021-10-23,484848238.8428531,0,259304.85732746325,0,87.88808664259928,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,210981109.7,,9.0,740124602.79206,2
66,dydx,2021-10-24,1020226884.86292,0,12622.250379489064,0,87.88808664259928,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,167333687.9,,9.0,740124602.79206,2
67,dydx,2021-10-24,484848238.8428531,0,259304.85732746325,0,87.88808664259928,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,167333687.9,,9.0,740124602.79206,2
68,dydx,2021-10-26,1032619042.56849,0,20736.14797723502,0,87.88808664259928,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,253177776.7,,9.0,740124602.79206,2
69,dydx,2021-10-26,484848238.8428531,0,259304.85732746325,0,87.88808664259928,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,253177776.7,,9.0,740124602.79206,2
70,dydx,2021-10-27,1005016014.01753,0,14668.211261643904,0,87.88808664259928,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,232069516.0,,9.0,740124602.79206,2
71,dydx,2021-10-27,484848238.8428531,0,259304.85732746325,0,87.88808664259928,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,232069516.0,,9.0,740124602.79206,2
72,dydx,2021-11-07,1038952346.58507,0,154816.5111484861,0,87.88808664259928,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,210660803.5,,9.0,740124602.79206,2
73,dydx,2021-11-07,484848238.8428531,0,259304.85732746325,0,87.88808664259928,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,210660803.5,,9.0,740124602.79206,2
74,dydx,2021-11-08,1025277302.3508,0,131056.44172383436,0,87.88808664259928,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,367666646.9,,9.0,740124602.79206,2
75,dydx,2021-11-08,484848238.8428531,0,259304.85732746325,0,87.88808664259928,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,367666646.9,,9.0,740124602.79206,2
